"V1"	"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"peptidase_id"	"peptidase_family"	"peptidase_hit"	"peptidase_RBH"	"peptidase_identity"	"peptidase_bitScore"	"peptidase_eVal"	"pfam_hits"	"cazy_ids"	"cazy_hits"	"cazy_subfam_ec"	"cazy_best_hit"	"heme_regulatory_motif_count"
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4904"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4904	5552303	5553322	-1	"B"	"K00673"	"arginine N-succinyltransferase [EC:2.3.1.109]"	"A0A3M3Y4B5_PSEFL"	"UniRef90_A0A3M3Y4B5 Arginine N-succinyltransferase n=3 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A3M3Y4B5_PSEFL"	"Gammaproteobacteria"	TRUE	0.934	665	3.043e-213	""	""	""	NA	NA	NA	NA	"Arginine N-succinyltransferase beta subunit [PF04958.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4905"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4905	5553456	5554676	-1	"B"	"K00840"	"succinylornithine aminotransferase [EC:2.6.1.81]"	"A0A5E7F0M2_PSEFL"	"UniRef90_A0A5E7F0M2 Acetylornithine aminotransferase n=3 Tax=Pseudomonas TaxID=286 RepID=A0A5E7F0M2_PSEFL"	"Pseudomonas"	TRUE	0.91	773	3.033e-249	""	""	""	NA	NA	NA	NA	"Aminotransferase class-III [PF00202.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4906"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4906	5555003	5555983	-1	"B"	"K21825"	"AraC family transcriptional regulator, L-arginine-responsive activator"	"A0A8H2RJ88_PSEFL"	"UniRef90_A0A8H2RJ88 HTH-type transcriptional activator RhaS n=931 Tax=Bacteria TaxID=2 RepID=A0A8H2RJ88_PSEFL"	"Bacteria"	TRUE	0.922	631	1.833e-201	"MER0031331"	"C56"	"MER0031331 - family C56 non-peptidase homologues (Pseudomonas syringae) [C56.UNW]#C56#{peptidase unit: 61-195}~source Q8VVB2~"	FALSE	0.877	248	1.407e-71	"Helix-turn-helix domain [PF12833.11]; DJ-1/PfpI family [PF01965.28]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4907"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4907	5556098	5556862	-1	"B"	"K02028"	"polar amino acid transport system ATP-binding protein [EC:7.4.2.1]"	"A0A0D5XWS0_9PSED"	"UniRef90_A0A0D5XWS0 Histidine ABC transporter ATP-binding protein n=37 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0D5XWS0_9PSED"	"Pseudomonadaceae"	TRUE	0.934	499	2.414e-157	""	""	""	NA	NA	NA	NA	"ABC transporter [PF00005.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4908"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4908	5556886	5557998	-1	"B"	"K06987"	"uncharacterized protein"	"A0A6I6T0H8_9PSED"	"UniRef90_A0A6I6T0H8 Peptidase M14 n=2 Tax=Pseudomonas TaxID=286 RepID=A0A6I6T0H8_9PSED"	"Pseudomonas"	TRUE	0.921	714	1.387e-229	""	""	""	NA	NA	NA	NA	"Succinylglutamate desuccinylase / Aspartoacylase family [PF04952.18]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4909"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4909	5558000	5558698	-1	"B"	"K10023"	"arginine/ornithine transport system permease protein"	"G8Q6Q5_PSEO1"	"UniRef90_G8Q6Q5 Histidine/lysine/arginine/ornithine transport system permease protein HisM n=96 Tax=Bacteria TaxID=2 RepID=G8Q6Q5_PSEO1"	"Bacteria"	TRUE	0.875	424	1.223e-131	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4910"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4910	5558695	5559384	-1	"B"	"K10024"	"arginine/ornithine transport system permease protein"	"A0A5E7G0L3_PSEFL"	"UniRef90_A0A5E7G0L3 Histidine transport system permease protein HisQ n=737 Tax=Bacteria TaxID=2 RepID=A0A5E7G0L3_PSEFL"	"Bacteria"	TRUE	0.913	439	6.649e-137	""	""	""	NA	NA	NA	NA	"Binding-protein-dependent transport system inner membrane component [PF00528.26]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4911"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4911	5559476	5560252	-1	"B"	"K10022"	"arginine/ornithine transport system substrate-binding protein"	"A0A1H0SCK9_9PSED"	"UniRef90_A0A1H0SCK9 ABC transporter substrate-binding protein n=72 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1H0SCK9_9PSED"	"Pseudomonadaceae"	TRUE	0.918	496	4.971e-156	""	""	""	NA	NA	NA	NA	"Bacterial extracellular solute-binding proteins, family 3 [PF00497.24]; Ligated ion channel L-glutamate- and glycine-binding site [PF10613.13]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4912"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4912	5560923	5562878	-1	"B"	"K01895"	"acetyl-CoA synthetase [EC:6.2.1.1]"	"I4KAC4_9PSED"	"UniRef90_I4KAC4 Acetyl-coenzyme A synthetase n=1017 Tax=Bacteria TaxID=2 RepID=I4KAC4_9PSED"	"Bacteria"	TRUE	0.98	1347	0	""	""	""	NA	NA	NA	NA	"AMP-binding enzyme [PF00501.32]; Acetyl-coenzyme A synthetase N-terminus [PF16177.9]; AMP-binding enzyme C-terminal domain [PF13193.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4913"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4913	5563291	5563554	1	"C"	""	""	"A0A285GAD4_9PSED"	"UniRef90_A0A285GAD4 DUF2790 domain-containing protein n=8 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A285GAD4_9PSED"	"Pseudomonadaceae"	FALSE	0.893	164	1.46e-44	""	""	""	NA	NA	NA	NA	"Protein of unknown function (DUF2790) [PF10976.12]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4914"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4914	5564428	5565675	1	"B"	"K00526"	"ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"	"A0A024EHJ8_9PSED"	"UniRef90_A0A024EHJ8 Ribonucleoside-diphosphate reductase subunit beta n=355 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A024EHJ8_9PSED"	"Gammaproteobacteria"	TRUE	0.934	816	7.718e-264	""	""	""	NA	NA	NA	NA	"Ribonucleotide reductase, small chain [PF00268.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4915"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4915	5565818	5566531	-1	"B"	"K09474"	"acid phosphatase (class A) [EC:3.1.3.2]"	"A0A3G7L601_9PSED"	"UniRef90_A0A3G7L601 Acid phosphatase n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7L601_9PSED"	"Pseudomonadaceae"	TRUE	0.925	461	2.077e-144	""	""	""	NA	NA	NA	NA	"PAP2 superfamily [PF01569.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4916"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4916	5566918	5567529	-1	"B"	""	""	"A0A0D5XVK4_9PSED"	"UniRef90_A0A0D5XVK4 Phage holin family protein n=38 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0D5XVK4_9PSED"	"Pseudomonadaceae"	TRUE	0.93	398	3.425e-123	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4917"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4917	5567672	5568655	1	"B"	""	""	"A0A554PG56_9PSED"	"UniRef90_A0A554PG56 Uncharacterized protein n=63 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PG56_9PSED"	"Pseudomonadaceae"	TRUE	0.983	680	1.497e-218	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4918"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4918	5568659	5569471	-1	"B"	"K07090"	"uncharacterized protein"	"A0A554PFK2_9PSED"	"UniRef90_A0A554PFK2 Probable membrane transporter protein n=50 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PFK2_9PSED"	"Pseudomonadaceae"	TRUE	0.929	527	7.1e-167	""	""	""	NA	NA	NA	NA	"Sulfite exporter TauE/SafE [PF01925.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4919"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4919	5569585	5570355	1	"B"	""	""	"A0A554PFK7_9PSED"	"UniRef90_A0A554PFK7 AraC family transcriptional regulator n=50 Tax=Pseudomonas TaxID=286 RepID=A0A554PFK7_9PSED"	"Pseudomonas"	TRUE	0.966	523	1.615e-165	""	""	""	NA	NA	NA	NA	"Helix-turn-helix domain [PF12833.11]; AraC-like ligand binding domain [PF02311.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4920"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4920	5570484	5570801	1	"C"	""	""	"A0A0C5E1A2_9PSED"	"UniRef90_A0A0C5E1A2 HTH cro/C1-type domain-containing protein n=21 Tax=Pseudomonas TaxID=286 RepID=A0A0C5E1A2_9PSED"	"Pseudomonas"	FALSE	0.883	195	6.822e-55	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4921"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4921	5570783	5571340	-1	"B"	""	""	"A0A0C5E675_9PSED"	"UniRef90_A0A0C5E675 Adenylate kinase n=39 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E675_9PSED"	"Pseudomonadaceae"	TRUE	0.929	358	7.318e-110	""	""	""	NA	NA	NA	NA	"AAA domain [PF13238.10]; Shikimate kinase [PF01202.26]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4922"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4922	5571444	5572502	-1	"B"	"K13985"	"N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"	"A0A7S5LQG6_9PSED"	"UniRef90_A0A7S5LQG6 Hydrolase n=41 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5LQG6_9PSED"	"Pseudomonadaceae"	TRUE	1	756	2.551e-244	""	""	""	NA	NA	NA	NA	"Beta-lactamase superfamily domain [PF12706.11]; Beta-lactamase superfamily domain [PF13483.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4923"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4923	5572705	5573313	1	"B"	"K19736"	"TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"	"A0A554PFM0_9PSED"	"UniRef90_A0A554PFM0 TetR/AcrR family transcriptional regulator n=33 Tax=Pseudomonas TaxID=286 RepID=A0A554PFM0_9PSED"	"Pseudomonas"	TRUE	0.951	406	5.947e-126	""	""	""	NA	NA	NA	NA	"AefR-like transcriptional repressor, C-terminal domain [PF14246.10]; Bacterial regulatory proteins, tetR family [PF00440.27]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4924"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4924	5573540	5574616	1	"B"	"K18968"	"diguanylate cyclase [EC:2.7.7.65]"	"A0A7S5HS65_9PSED"	"UniRef90_A0A7S5HS65 diguanylate cyclase n=56 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HS65_9PSED"	"Pseudomonadaceae"	TRUE	0.973	736	3.231e-237	""	""	""	NA	NA	NA	NA	"Diguanylate cyclase, GGDEF domain [PF00990.25]; MASE2 domain [PF05230.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4925"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4925	5574960	5576279	1	"B"	"K03406"	"methyl-accepting chemotaxis protein"	"A0A0C5E1A9_9PSED"	"UniRef90_A0A0C5E1A9 Chemotaxis protein n=51 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E1A9_9PSED"	"Pseudomonadaceae"	TRUE	0.888	813	2.127e-262	""	""	""	NA	NA	NA	NA	"Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.25]; PAS fold [PF08448.14]; PAS domain [PF13426.11]; PAS fold [PF00989.29]; PAS fold [PF08447.16]; PAS domain [PF13596.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4926"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4926	5576371	5576910	1	"C"	""	""	"A0A2N8AV38_9PSED"	"UniRef90_A0A2N8AV38 DUF1003 domain-containing protein n=25 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A2N8AV38_9PSED"	"Pseudomonadaceae"	FALSE	0.9	338	5.358e-103	""	""	""	NA	NA	NA	NA	"Protein of unknown function (DUF1003) [PF06210.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4927"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4927	5576912	5577802	-1	"B"	""	""	"A0A0C5EIG3_9PSED"	"UniRef90_A0A0C5EIG3 HTH lysR-type domain-containing protein n=71 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EIG3_9PSED"	"Pseudomonadaceae"	TRUE	0.856	527	4.476e-166	""	""	""	NA	NA	NA	NA	"Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4928"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4928	5577891	5578610	1	"B"	"K01937"	"CTP synthase [EC:6.3.4.2]"	"UPI0003D32069"	"UniRef90_UPI0003D32069 CTP synthase n=1 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=UPI0003D32069"	"Pseudomonas chlororaphis"	TRUE	0.967	489	4.323e-154	"MER0451960"	"C26"	"MER0451960 - family C26 non-peptidase homologues (Pseudomonas fluorescens) [C26.UNW]#C26#{peptidase unit: 7-232}~source YP_005209896~"	FALSE	0.702	319	1.974e-97	"Glutamine amidotransferase class-I [PF00117.32]; Peptidase C26 [PF07722.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4929"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4929	5578607	5578930	1	"C"	""	""	"A0A0C5EDU2_9PSED"	"UniRef90_A0A0C5EDU2 ABM domain-containing protein n=52 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EDU2_9PSED"	"Pseudomonadaceae"	FALSE	0.937	213	6.858e-61	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4930"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4930	5578962	5579294	-1	"C"	""	""	"A0A0D5XVF3_9PSED"	"UniRef90_A0A0D5XVF3 PA1123-like domain-containing protein n=25 Tax=Pseudomonas TaxID=286 RepID=A0A0D5XVF3_9PSED"	"Pseudomonas"	FALSE	0.881	204	8.302e-58	""	""	""	NA	NA	NA	NA	"Protein of unknown function (DUF2025) [PF09634.14]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4931"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4931	5579545	5580669	1	"B"	"K01126"	"glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]"	"A0A0C5EPY9_9PSED"	"UniRef90_A0A0C5EPY9 GP-PDE domain-containing protein n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EPY9_9PSED"	"Pseudomonadaceae"	TRUE	0.899	702	2.126e-225	""	""	""	NA	NA	NA	NA	"Glycerophosphoryl diester phosphodiesterase family [PF03009.21]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4932"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4932	5580680	5581360	1	"B"	""	""	"A0A0C5E1B3_9PSED"	"UniRef90_A0A0C5E1B3 HTH araC/xylS-type domain-containing protein n=63 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E1B3_9PSED"	"Pseudomonadaceae"	TRUE	0.878	414	1.787e-128	""	""	""	NA	NA	NA	NA	"Helix-turn-helix domain [PF12833.11]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4933"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4933	5581362	5582249	-1	"B"	""	""	"A0A0C5E686_9PSED"	"UniRef90_A0A0C5E686 Fatty acid hydroxylase domain-containing protein n=57 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E686_9PSED"	"Pseudomonadaceae"	TRUE	0.943	586	1.259e-186	""	""	""	NA	NA	NA	NA	"Fatty acid hydroxylase [PF04116.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4934"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4934	5582403	5582720	1	"C"	""	""	"A0A3G7TTW6_9PSED"	"UniRef90_A0A3G7TTW6 PepSY domain-containing protein n=35 Tax=Pseudomonas TaxID=286 RepID=A0A3G7TTW6_9PSED"	"Pseudomonas"	FALSE	0.892	198	1.024e-55	""	""	""	NA	NA	NA	NA	"Peptidase propeptide and YPEB domain [PF03413.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4935"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4935	5582783	5584408	-1	"B"	"K03406"	"methyl-accepting chemotaxis protein"	"A0A0C5E9P1_9PSED"	"UniRef90_A0A0C5E9P1 Methyl-accepting chemotaxis protein n=58 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E9P1_9PSED"	"Pseudomonadaceae"	TRUE	0.826	921	7.682e-298	""	""	""	NA	NA	NA	NA	"Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.25]; HAMP domain [PF00672.29]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4936"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4936	5584682	5585704	1	"B"	"K16074"	"zinc transporter"	"A0A0C5EPZ6_9PSED"	"UniRef90_A0A0C5EPZ6 Magnesium transporter CorA n=108 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EPZ6_9PSED"	"Pseudomonadaceae"	TRUE	0.921	657	2.385e-210	""	""	""	NA	NA	NA	NA	"CorA-like Mg2+ transporter protein [PF01544.22]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4937"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4937	5585989	5587605	1	"B"	"K03306"	"inorganic phosphate transporter, PiT family"	"A0A1Q8ELI9_9PSED"	"UniRef90_A0A1Q8ELI9 Phosphate transporter n=218 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8ELI9_9PSED"	"Pseudomonadaceae"	TRUE	0.907	1021	0	""	""	""	NA	NA	NA	NA	"Phosphate transporter family [PF01384.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4938"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4938	5587752	5588147	-1	"C"	""	""	"A0A1Q8ELI5_9PSED"	"UniRef90_A0A1Q8ELI5 Allantoin permease n=47 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8ELI5_9PSED"	"Pseudomonadaceae"	FALSE	0.776	207	2.478e-58	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4939"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4939	5588150	5589076	-1	"B"	""	""	"A0A1Q8ELI5_9PSED"	"UniRef90_A0A1Q8ELI5 Allantoin permease n=47 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8ELI5_9PSED"	"Pseudomonadaceae"	TRUE	0.913	580	3.579e-184	""	""	""	NA	NA	NA	NA	"Permease for cytosine/purines, uracil, thiamine, allantoin [PF02133.19]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4940"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4940	5589189	5590163	-1	"B"	"K23124"	"5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]"	"A0A7G8YKI4_9PSED"	"UniRef90_A0A7G8YKI4 Biotin-dependent carboxyltransferase n=39 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7G8YKI4_9PSED"	"Pseudomonadaceae"	TRUE	0.911	619	2.13e-197	""	""	""	NA	NA	NA	NA	"Carboxyltransferase domain, subdomain A and B [PF02626.19]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4941"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4941	5590160	5591032	-1	"B"	""	""	"A0A0P9MGZ5_9PSED"	"UniRef90_A0A0P9MGZ5 Carboxyltransferase domain-containing protein n=771 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A0P9MGZ5_9PSED"	"Gammaproteobacteria"	TRUE	0.928	558	5.214e-177	""	""	""	NA	NA	NA	NA	"Carboxyltransferase domain, subdomain C and D [PF02682.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4942"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4942	5591029	5592417	-1	"B"	""	""	"A0A1Q8ELJ1_9PSED"	"UniRef90_A0A1Q8ELJ1 biotin carboxylase n=28 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8ELJ1_9PSED"	"Pseudomonadaceae"	TRUE	0.896	853	9.404e-276	""	""	""	NA	NA	NA	NA	"Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.21]; Biotin carboxylase, N-terminal domain [PF00289.26]; Biotin carboxylase C-terminal domain [PF02785.23]; ATP-grasp domain [PF02655.18]; ATP-grasp domain [PF02222.26]; D-ala D-ala ligase C-terminus [PF07478.17]; ATP-grasp domain [PF13535.10]; RimK-like ATP-grasp domain [PF08443.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4943"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4943	5592428	5592673	-1	"C"	""	""	"A0A7S5HSC5_9PSED"	"UniRef90_A0A7S5HSC5 Biotin carboxyl carrier protein of acetyl-CoA carboxylase n=10 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HSC5_9PSED"	"Pseudomonadaceae"	FALSE	0.95	164	1.489e-44	""	""	""	NA	NA	NA	NA	"Biotin-requiring enzyme [PF00364.26]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_4944"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	4944	5592775	5593533	-1	"B"	"K07160"	"5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]"	"A0A0J6GSB7_PSETA"	"UniRef90_A0A0J6GSB7 5-oxoprolinase subunit A n=228 Tax=cellular organisms TaxID=131567 RepID=A0A0J6GSB7_PSETA"	"cellular organisms"	TRUE	0.893	471	1.156e-147	""	""	""	NA	NA	NA	NA	"LamB/YcsF family [PF03746.20]"	""	""	""	""	0
